epoch,train_loss,composite_acc,symmetric_acc,lr
10,5.047216,0.013333,0.009444,0.00022600
20,4.510998,0.006667,0.017222,0.00024867
30,4.503490,0.018333,0.012778,0.00024413
40,4.331680,0.026111,0.011111,0.00023647
50,2.395312,0.136667,0.034444,0.00022590
60,0.861789,0.146111,0.017222,0.00021272
70,0.252788,0.047778,0.004444,0.00019729
80,0.075625,0.013889,0.003889,0.00018001
90,0.031517,0.002778,0.000000,0.00016138
