epoch,train_loss,composite_acc,symmetric_acc,lr
10,nan,0.000000,0.000000,0.00022600
20,nan,0.000000,0.000000,0.00024867
30,nan,0.000000,0.000000,0.00024413
40,nan,0.000000,0.000000,0.00023647
