epoch,train_loss,composite_acc,symmetric_acc,lr
10,nan,0.000000,0.000000,0.00022600
20,nan,0.000000,0.000000,0.00024867
30,nan,0.000000,0.000000,0.00024413
40,nan,0.000000,0.000000,0.00023647
50,nan,0.000000,0.000000,0.00022590
60,nan,0.000000,0.000000,0.00021272
70,nan,0.000000,0.000000,0.00019729
80,nan,0.000000,0.000000,0.00018001
90,nan,0.000000,0.000000,0.00016138
